file_path,category,speaker_name_from_file,name,consent_18_plus,data_sharing_consent,age_range,english_acquired_location,native_language,other_languages,age_learned_english,countries_lived,gender,uw_affiliation,recording_device,language_background_notes,accent_nationality_origin,audio_quality_rating,quality_notes,prompt_type,script_type,prompt,model_version,model_output
professional-introduction-unscripted/piu - speaker_25.wav,professional-introduction-unscripted,speaker_25,speaker_25,Yes,Yes,25-34,US,Chinese Mandarin,Japanese,6,"China, US",female,Yes - Student,Macbook (PC),,Chinese,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal presentation is generally clear, with good articulation and understandable speech. The pacing is steady, though it could benefit from more variation to maintain engagement. The tone is calm and measured, but it lacks a bit of dynamic energy that could convey more confidence and enthusiasm. Overall, the verbal fluency is solid, but there are moments where the delivery feels slightly monotone. To improve, the candidate could work on adding more inflection and emphasis to key points, as well as varying the rhythm to keep the listener more engaged. Rating: 5""}"
professional-introduction-unscripted/piu - speaker_26.wav,professional-introduction-unscripted,speaker_26,speaker_26,Yes,Yes,25-34,"St. Paul, MN, USA","Chinese, English",,3,"Beijing, China",female,Yes - Staff/Faculty,iphone (mobile),Born in the U.S. and mainly lived in U.S. except for ages 0-2. ,American,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a clear and organized response, covering all aspects of the question. They introduce themselves and their current role, explain how they got into their field, describe their day-to-day activities, discuss topics that excite them, and outline their future goals. The logical flow is coherent, moving from past experiences to current interests and future aspirations. However, the response could be improved by adding more specific examples of their current research or projects, and by elaborating on how their interests in social computing and AI-mediated communication translate into tangible work or contributions. Overall, the answer is complete and relevant, but could benefit from more depth in describing their current work and achievements. Rating: 6""}"
professional-introduction-unscripted/piu - speaker_26.wav,professional-introduction-unscripted,speaker_26,speaker_26,Yes,Yes,25-34,"St. Paul, MN, USA","Chinese, English",,3,"Beijing, China",female,Yes - Staff/Faculty,iphone (mobile),Born in the U.S. and mainly lived in U.S. except for ages 0-2. ,American,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal presentation is clear and articulate, with a steady pacing that makes it easy to follow their narrative. Their tone conveys a sense of confidence and engagement, though there are moments where the energy could be slightly more dynamic to maintain listener interest. The rhythm of speech is consistent, and the candidate demonstrates good verbal fluency, with minimal filler words or hesitations. Overall, the delivery is strong, but could benefit from a bit more variation in tone and emphasis to enhance engagement. Rating: 6""}"
professional-introduction-unscripted/piu - speaker_27.wav,professional-introduction-unscripted,speaker_27,speaker_27,Yes,No,25-34,United States,English,French,Native,United States,female,Yes - Student,iphone (mobile),,American,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""Emily provides a clear introduction of her name and current role as a PhD student in computer science, and she explains her journey into the field, highlighting her interest in the intersection of technical and cognitive aspects of AI. She touches on her day-to-day activities, mentioning her routine of writing early in the day, and she expresses excitement about helping people verify AI outputs. She also states her near-term goal of finishing a project to graduate. While her response is coherent and relevant, it could be improved by offering more specific examples of her research, detailing the impact she hopes to achieve, and elaborating on the problems she finds most exciting. Additionally, a more structured breakdown of her daily tasks and how they contribute to her goals would enhance the completeness of her answer. Overall, the response is solid but could benefit from more depth and specificity. Rating: 5""}"
professional-introduction-unscripted/piu - speaker_27.wav,professional-introduction-unscripted,speaker_27,speaker_27,Yes,No,25-34,United States,English,French,Native,United States,female,Yes - Student,iphone (mobile),,American,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal presentation is generally clear, with good articulation and a steady pace. There are moments where the rhythm of speech becomes slightly uneven, particularly when transitioning between thoughts, which can affect the overall flow. The tone conveys a moderate level of confidence, though there are instances where the energy dips, making the engagement feel less consistent. The verbal fluency is solid, but there is room for improvement in maintaining a more dynamic and engaging tone throughout. To enhance the delivery, the candidate could focus on varying their intonation to emphasize key points and practice smoother transitions between ideas to maintain a consistent rhythm. Rating: 5""}"
professional-introduction-unscripted/piu - speaker_28.wav,professional-introduction-unscripted,speaker_28,speaker_28,Yes,Yes,18-24,"Tacoma, Washington, United States",Korean,,3 years old,South Korea,male,Yes - Student,iphone (mobile),,American,9.0,"clear audio, no noise. small microphone pop once",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a clear and organized response, covering their name, current role, how they got into their academic path, their day-to-day activities, topics of interest, and future goals. The response is relevant to the questions asked and follows a logical flow. However, the answer could be improved by adding more detail about the specific research projects they are working on, the significance of their work in post-training and reinforcement learning, and how they plan to achieve their goal of submitting papers. Additionally, elaborating on what motivates them in their field and any challenges they face would add depth to the response. Overall, the content is solid but could benefit from more specificity and depth. Rating: 5""}"
professional-introduction-unscripted/piu - speaker_28.wav,professional-introduction-unscripted,speaker_28,speaker_28,Yes,Yes,18-24,"Tacoma, Washington, United States",Korean,,3 years old,South Korea,male,Yes - Student,iphone (mobile),,American,9.0,"clear audio, no noise. small microphone pop once",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal presentation is generally clear, though there are moments where articulation could be sharper to maintain listener engagement. The pacing is steady but somewhat monotone, which can make it harder to stay engaged throughout the response. The rhythm of speech is consistent, but the tone lacks variation, which could convey more confidence and enthusiasm. Overall verbal fluency is good, with minimal filler words, but the delivery could benefit from more dynamic intonation and energy to better capture the listener's attention. Rating: 4""}"
professional-introduction-unscripted/piu - speaker_29.wav,professional-introduction-unscripted,speaker_29,speaker_29,Yes,Yes,25-34,Nigeria,English,"Yoruba, French",native,"Nigeria, Canada",female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a clear introduction of their name and current role, and they explain how they got into their career by mentioning their undergraduate studies and involvement with an organization. They also describe their day-to-day work in developing methods and training models, and they mention their interest in speech within AI. However, the response could be more organized and detailed, especially regarding what they hope to achieve in the near future. The logical flow is present but could be improved by connecting each part more cohesively and elaborating on specific goals or projects. Overall, the answer is relevant but lacks depth in certain areas, particularly in future aspirations and the specific problems that excite them. Rating: 4""}"
professional-introduction-unscripted/piu - speaker_29.wav,professional-introduction-unscripted,speaker_29,speaker_29,Yes,Yes,25-34,Nigeria,English,"Yoruba, French",native,"Nigeria, Canada",female,No,iphone (mobile),,Nigerian,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal clarity and articulation are generally good, with words being understandable, though there are moments where the speech feels slightly hesitant. The pacing is moderate, but there are pauses that seem to indicate searching for the right words, which can disrupt the rhythm. The tone is calm and professional, but could benefit from more variation to convey greater confidence and engagement. Overall verbal fluency is decent, but the delivery would be stronger with more consistent flow and fewer pauses. To improve, the candidate could practice speaking more fluidly, perhaps by rehearsing responses to common questions to build confidence and reduce hesitations. Rating: 4""}"
professional-introduction-unscripted/piu - speaker_30.wav,professional-introduction-unscripted,speaker_30,speaker_30,Yes,No,25-34,Nigeria,Yoruba ,"Hausa, Igala ",Age 6,Nigeria ,male,No,Windows (PC),Nill ,Nigerian,8.0,"clear audio, slight echo sound in audio and background noise",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a comprehensive and well-structured response, clearly addressing each part of the question. They introduce themselves and their field, explain their motivation and background, describe their day-to-day activities, and articulate what excites them professionally. They also outline their future goals, both short-term and long-term. The response is coherent and logically flows from one topic to the next, demonstrating a clear understanding of their career path and aspirations. However, the candidate could improve by providing more specific examples of projects or achievements to illustrate their points and make their response more concrete. Overall, the content is strong, but adding tangible examples would elevate it further.""} Rating: 6"
professional-introduction-unscripted/piu - speaker_30.wav,professional-introduction-unscripted,speaker_30,speaker_30,Yes,No,25-34,Nigeria,Yoruba ,"Hausa, Igala ",Age 6,Nigeria ,male,No,Windows (PC),Nill ,Nigerian,8.0,"clear audio, slight echo sound in audio and background noise",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal presentation is clear and articulate, with a steady pacing that makes it easy to follow their response. They maintain a consistent rhythm throughout, which helps in keeping the listener engaged. The tone conveys confidence, though there are moments where the energy could be slightly more dynamic to enhance engagement. Overall, the verbal fluency is strong, with minimal hesitations or filler words. To improve, the candidate could vary their intonation more to emphasize key points and maintain a higher level of listener interest. Rating: 6""}"
professional-introduction-unscripted/piu - speaker_31.wav,professional-introduction-unscripted,speaker_31,speaker_31,Yes,Yes,25-34,"Brentwood, Tennessee, United States",English,,native,"Stuart, Florida; Brentwood, Tennessee; Providence, Rhode Island; Berkeley, California; San Francisco, California; Oakland, California",male,No,Bose QuietComfort Headphones,,American,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a clear and organized response, covering their name, current role, and field of study, as well as their academic journey from linguistics and math to natural language processing. They describe their day-to-day work, which includes advising students, collaborating on projects, and writing code. However, the response could be more complete by elaborating on the specific topics or problems that excite them most professionally, and by detailing their future goals or what they hope to achieve. The logical flow is coherent, but the answer would benefit from more depth in the areas of professional excitement and future aspirations. Rating: 5""}"
professional-introduction-unscripted/piu - speaker_31.wav,professional-introduction-unscripted,speaker_31,speaker_31,Yes,Yes,25-34,"Brentwood, Tennessee, United States",English,,native,"Stuart, Florida; Brentwood, Tennessee; Providence, Rhode Island; Berkeley, California; San Francisco, California; Oakland, California",male,No,Bose QuietComfort Headphones,,American,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal presentation is clear and articulate, with a steady pacing and rhythm that makes it easy to follow their response. Their tone conveys confidence and engagement, though there are moments where the energy could be slightly more dynamic to maintain listener interest. Overall, the verbal fluency is strong, with minimal hesitations or filler words. To improve, the candidate could vary their intonation more to emphasize key points and maintain a more engaging presence throughout. Rating: 6""}"
professional-introduction-unscripted/piu - speaker_33.wav,professional-introduction-unscripted,speaker_33,speaker_33,Yes,Yes,25-34,Nigeria,English,"Yoruba, Nigerian Pidgin",native,Nigeria,female,Yes - Student,iphone (mobile),,Nigerian,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a clear introduction, stating their name, current role, and field of study. They explain their motivation for pursuing NLP research, which is relevant and insightful. The description of their day-to-day work is detailed, covering meetings, experiments, reading, and mentoring, which gives a comprehensive view of their activities. They articulate their passion for building AI systems that enhance human understanding and outline their future goal of becoming a research scientist focused on robust, safe, and beneficial AI systems. The response is well-organized and coherent, though it could benefit from more specific examples of projects or research topics to further illustrate their work and interests. Overall, the answer is complete and logically structured, with a clear progression from past motivations to current activities and future aspirations."", ""rating"": 6}"
professional-introduction-unscripted/piu - speaker_33.wav,professional-introduction-unscripted,speaker_33,speaker_33,Yes,Yes,25-34,Nigeria,English,"Yoruba, Nigerian Pidgin",native,Nigeria,female,Yes - Student,iphone (mobile),,Nigerian,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal clarity and articulation are generally good, with words being clearly pronounced and easy to understand. The pacing is steady, though there are moments where the rhythm could be more dynamic to maintain engagement. The tone conveys a sense of confidence, but there is room for more variation in intonation to enhance engagement and expressiveness. Overall verbal fluency is solid, though occasional pauses and filler words slightly disrupt the flow. To improve, the candidate could work on varying their pitch and tone to emphasize key points, and practice reducing filler words to maintain a smoother delivery. Rating: 5""}"
professional-introduction-unscripted/piu - speaker_34.wav,professional-introduction-unscripted,speaker_34,speaker_34,Yes,Yes,,,,,,,,,Windows (PC),,Indian,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a basic overview of their background, including their name, current field of study, and the transition from chemical engineering to computer science. They mention their daily routine, which is somewhat generic, and briefly touch on their interest in language models and their goal of becoming a software engineer. However, the response lacks depth and specificity in several areas. For example, the candidate could elaborate on what specifically drew them to computer science, what aspects of language models excite them, and what steps they are taking to achieve their goal. Additionally, the day-to-day description could be more detailed, highlighting specific projects or coursework. Overall, the response is clear but could be more organized and comprehensive to fully address the question.""}"
professional-introduction-unscripted/piu - speaker_34.wav,professional-introduction-unscripted,speaker_34,speaker_34,Yes,Yes,,,,,,,,,Windows (PC),,Indian,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,No response received
professional-introduction-unscripted/piu - speaker_35.wav,professional-introduction-unscripted,speaker_35,speaker_35,Yes,Yes,25-34,United States (Illinois),Konkani,English,5,United States,male,Yes - Student,iphone (mobile),I have parents and extended family who all speak English with an Indian accent,American,10.0,"clear audio, no noise.",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a comprehensive and well-structured response, clearly addressing each part of the question. They introduce themselves and their field of study, explain their path into the field, and describe their day-to-day activities in detail. They also articulate their research interests and future goals, showing a strong understanding of their domain. The response is coherent, logically organized, and relevant to the questions asked. To improve, the candidate could add more specific examples of projects or research outcomes to further illustrate their experience and achievements. Overall, the content is strong and demonstrates a high level of clarity and completeness. Rating: 6""}"
professional-introduction-unscripted/piu - speaker_35.wav,professional-introduction-unscripted,speaker_35,speaker_35,Yes,Yes,25-34,United States (Illinois),Konkani,English,5,United States,male,Yes - Student,iphone (mobile),I have parents and extended family who all speak English with an Indian accent,American,10.0,"clear audio, no noise.",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal presentation is clear and articulate, with a steady pacing that makes it easy to follow their response. They maintain a consistent rhythm and demonstrate confidence in their tone, which helps engage the listener. There is a good level of verbal fluency, with minimal filler words and smooth transitions between ideas. However, there could be more variation in intonation to emphasize key points and maintain listener interest throughout the entire response. Overall, the delivery is strong, but adding more dynamic vocal expression could enhance engagement further. Rating: 6""}"
professional-introduction-unscripted/piu - speaker_36.wav,professional-introduction-unscripted,speaker_36,speaker_36,Yes,Yes,18-24,Nigeria — primarily through formal education ,Yoruba,"English, Pidgin",6 years,Nigeria,female,No,samsung (mobile),,Nigerian,8.0,"clear audio, some quiet background noise and wind but not significant",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a clear and organized response, covering their background in plant science, transition into AI, daily work activities, areas of interest, and future goals. The narrative flows logically from their academic background to their current role and aspirations. They effectively address each part of the question, demonstrating relevance and coherence. However, the response could be improved by providing more specific examples of projects or problems they have worked on, as well as detailing the skills or knowledge they have gained in their transition to AI. This would add depth and completeness to their answer. Overall, the response is strong but could benefit from more concrete details to showcase their expertise and experience. Rating: 5""}"
professional-introduction-unscripted/piu - speaker_36.wav,professional-introduction-unscripted,speaker_36,speaker_36,Yes,Yes,18-24,Nigeria — primarily through formal education ,Yoruba,"English, Pidgin",6 years,Nigeria,female,No,samsung (mobile),,Nigerian,8.0,"clear audio, some quiet background noise and wind but not significant",critical,delivery,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on their vocal presentation, e.g. vocal clarity and articulation, pacing and rhythm of speech, confidence and engagement in tone, overall verbal fluency. Do NOT evaluate the content of their speech. Instead, help the candidate improve their response delivery by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate's vocal presentation is generally clear, with good articulation and a steady pace. There is a consistent rhythm to the speech, though it occasionally feels slightly monotone, which can affect engagement. The confidence level seems moderate; while the candidate speaks with a calm tone, there could be more variation in pitch and emphasis to convey enthusiasm and keep the listener engaged. Overall verbal fluency is solid, with minimal hesitations or filler words. To improve, the candidate could work on adding more dynamic intonation and energy to their delivery, as well as varying the pacing to emphasize key points. Rating: 5""}"
professional-introduction-unscripted/piu - speaker_37.wav,professional-introduction-unscripted,speaker_37,speaker_37,Yes,Yes,25-34,Education at the age of 8 ,Mandarin,,8,"USA, China",male,Yes - Student,Macbook (PC),,Chinese,9.0,"clear audio, no noise. slight consistent noise from fan",critical,content,"You will listen to the following audio recording of a candidate's interview response to the question: 'What's your name and current role or field of study? How did you get into your current career or academic path? What does your day-to-day work or study look like? What topics or problems excite you most professionally or academically? What are you working toward or hoping to achieve in the near future?' Please critically evaluate the candidate on a 1-7 scale (1=Novice, 7=Expert), based on the substance of their response, e.g. clarity and organization of ideas, relevance to the question asked, coherence and logical flow, completeness of answer. Do NOT evaluate their speech delivery. Instead, help the candidate improve their response content by providing critical feedback. Respond in one paragraph, and end your response with ""Rating: X"", where X is a single digit on a 1-7 scale.",gpt-audio-1.5,"{""analysis"": ""The candidate provides a clear introduction of their name and field of study, and they explain how they got into the field through a specific research experience. They describe their day-to-day activities in a straightforward manner, mentioning reading papers and meetings. However, the response could be more organized and detailed, especially in discussing the topics that excite them and their future goals. The mention of designing new interactions with language models is interesting but lacks depth and examples. Additionally, the candidate does not explicitly state what they are working toward or hoping to achieve in the near future, which leaves the answer incomplete. Overall, the response is coherent but could benefit from more elaboration and a clearer structure to fully address all parts of the question. Rating: 4""}"
